"Code département";"Libellé département";"Code commune";"Libellé commune";"Code BV";Inscrits;Votants;"% Votants";Abstentions;"% Abstentions";Exprimés;"% Exprimés/inscrits";"% Exprimés/votants";Blancs;"% Blancs/inscrits";"% Blancs/votants";Nuls;"% Nuls/inscrits";"% Nuls/votants";"Numéro de panneau 1";"Nuance candidat 1";"Nom candidat 1";"Prénom candidat 1";"Sexe candidat 1";"Voix 1";"% Voix/inscrits 1";"% Voix/exprimés 1";"Elu 1";"Numéro de panneau 2";"Nuance candidat 2";"Nom candidat 2";"Prénom candidat 2";"Sexe candidat 2";"Voix 2";"% Voix/inscrits 2";"% Voix/exprimés 2";"Elu 2";"Numéro de panneau 3";"Nuance candidat 3";"Nom candidat 3";"Prénom candidat 3";"Sexe candidat 3";"Voix 3";"% Voix/inscrits 3";"% Voix/exprimés 3";"Elu 3";"Numéro de panneau 4";"Nuance candidat 4";"Nom candidat 4";"Prénom candidat 4";"Sexe candidat 4";"Voix 4";"% Voix/inscrits 4";"% Voix/exprimés 4";"Elu 4"
"29";Finistère;"29019";Brest;"0044";792;566;"71,46%";226;"28,54%";556;"70,20%";"98,23%";10;"1,26%";"1,77%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;171;"21,59%";"30,76%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;282;"35,61%";"50,72%";élu;8;RN;KERVELLA;Denis;MASCULIN;103;"13,01%";"18,53%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0045";771;546;"70,82%";225;"29,18%";539;"69,91%";"98,72%";7;"0,91%";"1,28%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;215;"27,89%";"39,89%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;226;"29,31%";"41,93%";élu;8;RN;KERVELLA;Denis;MASCULIN;98;"12,71%";"18,18%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0046";822;622;"75,67%";200;"24,33%";612;"74,45%";"98,39%";10;"1,22%";"1,61%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;272;"33,09%";"44,44%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;255;"31,02%";"41,67%";élu;8;RN;KERVELLA;Denis;MASCULIN;85;"10,34%";"13,89%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0047";750;476;"63,47%";274;"36,53%";469;"62,53%";"98,53%";7;"0,93%";"1,47%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;113;"15,07%";"24,09%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;226;"30,13%";"48,19%";élu;8;RN;KERVELLA;Denis;MASCULIN;130;"17,33%";"27,72%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0048";808;616;"76,24%";192;"23,76%";601;"74,38%";"97,56%";15;"1,86%";"2,44%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;233;"28,84%";"38,77%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;287;"35,52%";"47,75%";élu;8;RN;KERVELLA;Denis;MASCULIN;81;"10,02%";"13,48%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0049";802;622;"77,56%";180;"22,44%";608;"75,81%";"97,75%";14;"1,75%";"2,25%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;250;"31,17%";"41,12%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;269;"33,54%";"44,24%";élu;8;RN;KERVELLA;Denis;MASCULIN;89;"11,10%";"14,64%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0050";800;595;"74,38%";205;"25,62%";581;"72,63%";"97,65%";14;"1,75%";"2,35%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;223;"27,88%";"38,38%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;232;"29,00%";"39,93%";élu;8;RN;KERVELLA;Denis;MASCULIN;126;"15,75%";"21,69%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0051";873;692;"79,27%";181;"20,73%";680;"77,89%";"98,27%";12;"1,37%";"1,73%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;322;"36,88%";"47,35%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;243;"27,84%";"35,74%";élu;8;RN;KERVELLA;Denis;MASCULIN;115;"13,17%";"16,91%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0052";818;630;"77,02%";188;"22,98%";617;"75,43%";"97,94%";13;"1,59%";"2,06%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;268;"32,76%";"43,44%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;244;"29,83%";"39,55%";élu;8;RN;KERVELLA;Denis;MASCULIN;105;"12,84%";"17,02%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0053";748;525;"70,19%";223;"29,81%";513;"68,58%";"97,71%";12;"1,60%";"2,29%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;213;"28,48%";"41,52%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;198;"26,47%";"38,60%";élu;8;RN;KERVELLA;Denis;MASCULIN;102;"13,64%";"19,88%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0054";808;633;"78,34%";175;"21,66%";620;"76,73%";"97,95%";13;"1,61%";"2,05%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;254;"31,44%";"40,97%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;234;"28,96%";"37,74%";élu;8;RN;KERVELLA;Denis;MASCULIN;132;"16,34%";"21,29%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0055";866;610;"70,44%";256;"29,56%";598;"69,05%";"98,03%";12;"1,39%";"1,97%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;182;"21,02%";"30,43%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;309;"35,68%";"51,67%";élu;8;RN;KERVELLA;Denis;MASCULIN;107;"12,36%";"17,89%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0056";686;432;"62,97%";254;"37,03%";420;"61,22%";"97,22%";12;"1,75%";"2,78%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;115;"16,76%";"27,38%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;193;"28,13%";"45,95%";élu;8;RN;KERVELLA;Denis;MASCULIN;112;"16,33%";"26,67%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0057";740;533;"72,03%";207;"27,97%";519;"70,14%";"97,37%";14;"1,89%";"2,63%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;190;"25,68%";"36,61%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;208;"28,11%";"40,08%";élu;8;RN;KERVELLA;Denis;MASCULIN;121;"16,35%";"23,31%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0058";792;491;"61,99%";301;"38,01%";478;"60,35%";"97,35%";13;"1,64%";"2,65%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;150;"18,94%";"31,38%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;195;"24,62%";"40,79%";élu;8;RN;KERVELLA;Denis;MASCULIN;133;"16,79%";"27,82%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0059";657;348;"52,97%";309;"47,03%";345;"52,51%";"99,14%";3;"0,46%";"0,86%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;100;"15,22%";"28,99%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;126;"19,18%";"36,52%";élu;8;RN;KERVELLA;Denis;MASCULIN;119;"18,11%";"34,49%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0060";909;614;"67,55%";295;"32,45%";603;"66,34%";"98,21%";11;"1,21%";"1,79%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;210;"23,10%";"34,83%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;252;"27,72%";"41,79%";élu;8;RN;KERVELLA;Denis;MASCULIN;141;"15,51%";"23,38%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0061";891;437;"49,05%";454;"50,95%";430;"48,26%";"98,40%";7;"0,79%";"1,60%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;50;"5,61%";"11,63%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;242;"27,16%";"56,28%";élu;8;RN;KERVELLA;Denis;MASCULIN;138;"15,49%";"32,09%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0062";1004;633;"63,05%";371;"36,95%";614;"61,16%";"97,00%";19;"1,89%";"3,00%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;160;"15,94%";"26,06%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;270;"26,89%";"43,97%";élu;8;RN;KERVELLA;Denis;MASCULIN;184;"18,33%";"29,97%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0063";803;512;"63,76%";291;"36,24%";503;"62,64%";"98,24%";9;"1,12%";"1,76%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;150;"18,68%";"29,82%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;222;"27,65%";"44,14%";élu;8;RN;KERVELLA;Denis;MASCULIN;131;"16,31%";"26,04%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0064";818;568;"69,44%";250;"30,56%";557;"68,09%";"98,06%";11;"1,34%";"1,94%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;169;"20,66%";"30,34%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;292;"35,70%";"52,42%";élu;8;RN;KERVELLA;Denis;MASCULIN;96;"11,74%";"17,24%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0065";912;588;"64,47%";324;"35,53%";580;"63,60%";"98,64%";8;"0,88%";"1,36%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;157;"17,21%";"27,07%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;325;"35,64%";"56,03%";élu;8;RN;KERVELLA;Denis;MASCULIN;98;"10,75%";"16,90%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0066";791;541;"68,39%";250;"31,61%";529;"66,88%";"97,78%";12;"1,52%";"2,22%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;162;"20,48%";"30,62%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;259;"32,74%";"48,96%";élu;8;RN;KERVELLA;Denis;MASCULIN;108;"13,65%";"20,42%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0067";756;544;"71,96%";212;"28,04%";537;"71,03%";"98,71%";7;"0,93%";"1,29%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;178;"23,54%";"33,15%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;247;"32,67%";"46,00%";élu;8;RN;KERVELLA;Denis;MASCULIN;112;"14,81%";"20,86%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0068";833;581;"69,75%";252;"30,25%";567;"68,07%";"97,59%";14;"1,68%";"2,41%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;206;"24,73%";"36,33%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;244;"29,29%";"43,03%";élu;8;RN;KERVELLA;Denis;MASCULIN;117;"14,05%";"20,63%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0069";830;601;"72,41%";229;"27,59%";588;"70,84%";"97,84%";13;"1,57%";"2,16%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;160;"19,28%";"27,21%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;329;"39,64%";"55,95%";élu;8;RN;KERVELLA;Denis;MASCULIN;99;"11,93%";"16,84%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0070";769;553;"71,91%";216;"28,09%";539;"70,09%";"97,47%";14;"1,82%";"2,53%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;170;"22,11%";"31,54%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;248;"32,25%";"46,01%";élu;8;RN;KERVELLA;Denis;MASCULIN;121;"15,73%";"22,45%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0071";724;401;"55,39%";323;"44,61%";388;"53,59%";"96,76%";13;"1,80%";"3,24%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;90;"12,43%";"23,20%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;181;"25,00%";"46,65%";élu;8;RN;KERVELLA;Denis;MASCULIN;117;"16,16%";"30,15%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0072";741;487;"65,72%";254;"34,28%";477;"64,37%";"97,95%";10;"1,35%";"2,05%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;139;"18,76%";"29,14%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;204;"27,53%";"42,77%";élu;8;RN;KERVELLA;Denis;MASCULIN;134;"18,08%";"28,09%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0073";711;410;"57,67%";301;"42,33%";401;"56,40%";"97,80%";9;"1,27%";"2,20%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;89;"12,52%";"22,19%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;170;"23,91%";"42,39%";élu;8;RN;KERVELLA;Denis;MASCULIN;142;"19,97%";"35,41%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0074";893;615;"68,87%";278;"31,13%";587;"65,73%";"95,45%";28;"3,14%";"4,55%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;194;"21,72%";"33,05%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;265;"29,68%";"45,14%";élu;8;RN;KERVELLA;Denis;MASCULIN;128;"14,33%";"21,81%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0075";944;660;"69,92%";284;"30,08%";637;"67,48%";"96,52%";23;"2,44%";"3,48%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;216;"22,88%";"33,91%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;280;"29,66%";"43,96%";élu;8;RN;KERVELLA;Denis;MASCULIN;141;"14,94%";"22,14%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0076";773;566;"73,22%";207;"26,78%";555;"71,80%";"98,06%";11;"1,42%";"1,94%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;175;"22,64%";"31,53%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;258;"33,38%";"46,49%";élu;8;RN;KERVELLA;Denis;MASCULIN;122;"15,78%";"21,98%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0077";832;486;"58,41%";346;"41,59%";473;"56,85%";"97,33%";13;"1,56%";"2,67%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;170;"20,43%";"35,94%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;177;"21,27%";"37,42%";élu;8;RN;KERVELLA;Denis;MASCULIN;126;"15,14%";"26,64%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0078";881;555;"63,00%";326;"37,00%";540;"61,29%";"97,30%";15;"1,70%";"2,70%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;191;"21,68%";"35,37%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;216;"24,52%";"40,00%";élu;8;RN;KERVELLA;Denis;MASCULIN;133;"15,10%";"24,63%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0079";1267;898;"70,88%";369;"29,12%";873;"68,90%";"97,22%";25;"1,97%";"2,78%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;323;"25,49%";"37,00%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;325;"25,65%";"37,23%";élu;8;RN;KERVELLA;Denis;MASCULIN;225;"17,76%";"25,77%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0080";585;377;"64,44%";208;"35,56%";368;"62,91%";"97,61%";9;"1,54%";"2,39%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;100;"17,09%";"27,17%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;165;"28,21%";"44,84%";élu;8;RN;KERVELLA;Denis;MASCULIN;103;"17,61%";"27,99%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0081";511;292;"57,14%";219;"42,86%";288;"56,36%";"98,63%";4;"0,78%";"1,37%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;77;"15,07%";"26,74%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;127;"24,85%";"44,10%";élu;8;RN;KERVELLA;Denis;MASCULIN;84;"16,44%";"29,17%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0082";603;366;"60,70%";237;"39,30%";357;"59,20%";"97,54%";9;"1,49%";"2,46%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;112;"18,57%";"31,37%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;128;"21,23%";"35,85%";élu;8;RN;KERVELLA;Denis;MASCULIN;117;"19,40%";"32,77%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0083";687;393;"57,21%";294;"42,79%";384;"55,90%";"97,71%";9;"1,31%";"2,29%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;89;"12,95%";"23,18%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;156;"22,71%";"40,63%";élu;8;RN;KERVELLA;Denis;MASCULIN;139;"20,23%";"36,20%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0084";695;437;"62,88%";258;"37,12%";423;"60,86%";"96,80%";14;"2,01%";"3,20%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;119;"17,12%";"28,13%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;159;"22,88%";"37,59%";élu;8;RN;KERVELLA;Denis;MASCULIN;145;"20,86%";"34,28%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0085";695;369;"53,09%";326;"46,91%";358;"51,51%";"97,02%";11;"1,58%";"2,98%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;72;"10,36%";"20,11%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;135;"19,42%";"37,71%";élu;8;RN;KERVELLA;Denis;MASCULIN;151;"21,73%";"42,18%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0086";688;410;"59,59%";278;"40,41%";405;"58,87%";"98,78%";5;"0,73%";"1,22%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;92;"13,37%";"22,72%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;167;"24,27%";"41,23%";élu;8;RN;KERVELLA;Denis;MASCULIN;146;"21,22%";"36,05%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0087";639;408;"63,85%";231;"36,15%";399;"62,44%";"97,79%";9;"1,41%";"2,21%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;136;"21,28%";"34,09%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;139;"21,75%";"34,84%";élu;8;RN;KERVELLA;Denis;MASCULIN;124;"19,41%";"31,08%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0088";670;354;"52,84%";316;"47,16%";346;"51,64%";"97,74%";8;"1,19%";"2,26%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;75;"11,19%";"21,68%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;159;"23,73%";"45,95%";élu;8;RN;KERVELLA;Denis;MASCULIN;112;"16,72%";"32,37%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0089";800;462;"57,75%";338;"42,25%";447;"55,88%";"96,75%";15;"1,88%";"3,25%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;95;"11,88%";"21,25%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;226;"28,25%";"50,56%";élu;8;RN;KERVELLA;Denis;MASCULIN;126;"15,75%";"28,19%";;;;;;;;;;
